"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income"
Metropolitan Statistical Area
GeoFips,GeoName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
24140,"Goldsboro, NC (Metropolitan Statistical Area)",22932,24122,24866,25300,26520,27593,28854,30573,31456,31305,31763,32652,34138,33731,34961,35707,36184,38161,39399,41262,44201,49199,49441,50748
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",24478,25018,26342,28525,28549,29876,31523,33889,36899,36003,37763,40546,43968,43907,44266,44911,45077,45947,47983,49344,54362,58992,61337,62364
24260,"Grand Island, NE (Metropolitan Statistical Area)",24993,26616,27038,28577,28582,29723,30778,33200,35032,33824,34512,37516,37987,38433,39070,40999,40608,41110,41918,43964,47576,54217,56736,60508
24300,"Grand Junction, CO (Metropolitan Statistical Area)",25615,27268,27597,27832,28695,30470,32669,35446,38775,34819,34342,35643,36958,37438,39582,40295,39840,42117,44404,45982,48393,52891,55220,57653
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",29512,29966,29810,30543,32154,32887,34392,35348,37367,34472,36377,39259,41554,41370,42946,45237,46134,46861,48604,50150,54955,61100,62288,65239
24420,"Grants Pass, OR (Metropolitan Statistical Area)",21926,22934,23161,24044,25720,26930,28270,29488,29254,29255,29886,30715,31946,32371,34073,35953,36778,38707,40915,43707,48022,52513,51561,55038
24500,"Great Falls, MT (Metropolitan Statistical Area)",24512,25591,26829,28044,29519,30794,33291,34856,36276,36725,38443,39305,40046,39188,40668,41792,42445,43977,45746,46852,50352,54912,57157,60126
24540,"Greeley, CO (Metropolitan Statistical Area) *",25377,26015,24828,25223,27059,28688,29978,32279,34027,32786,33460,35538,37212,38936,42441,43913,43921,44388,47852,49754,51918,56330,59270,62532
24580,"Green Bay, WI (Metropolitan Statistical Area)",29733,30198,31007,31988,33237,33997,35666,37137,38844,38040,39366,41281,43053,43316,44481,45820,46213,47909,50475,51836,55780,59613,60880,63575
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",28259,28697,28666,29055,30640,31775,33514,34484,35237,33684,34271,35123,36617,36185,37877,39610,39697,41010,42445,44536,47437,51874,53734,56030
24780,"Greenville, NC (Metropolitan Statistical Area)",25038,25275,25601,26145,27227,28683,30244,31619,32840,31978,32466,33324,35699,35742,37266,38378,39533,40960,43254,45526,49093,52984,54090,56956
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",26475,27363,27504,27740,28246,29255,30915,32530,33379,31804,33020,34484,36002,36283,38155,39964,40680,42418,43719,45548,47635,51744,53156,55747
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",24194,24360,24847,25904,26301,28510,30088,34570,33745,33584,34353,34179,34168,33909,34437,34597,35286,35848,36562,38045,41309,45852,45479,48268
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",24492,26414,27126,27987,29404,30703,32123,33399,34337,34016,34935,36284,37159,37177,38178,39304,40491,41433,42916,44640,47730,51811,52195,55041
25220,"Hammond, LA (Metropolitan Statistical Area)",19733,21290,21898,22630,24261,26411,28831,30681,32446,32002,33426,34275,34796,34775,35551,35677,36545,37512,38306,40525,43918,47871,47688,50875
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",17382,18473,20159,22104,23201,23663,23514,26563,25479,24494,26345,29313,28635,29655,32830,32758,34192,35431,35083,36435,41319,43867,42565,43994
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",30995,32566,33436,34435,35598,36540,37392,39131,40282,39594,40681,42393,43570,43799,45184,46923,47272,48938,51137,53265,57285,60447,61224,64066
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",23115,24814,23939,25311,26455,27375,27969,29115,30279,29336,30568,31739,32609,33041,34639,36627,35715,37621,39153,40517,42773,48241,51204,51573
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",37897,38846,38721,39192,41313,42830,45643,48206,49936,49156,50090,52008,53323,53556,55546,57381,58299,59371,61433,63323,66941,69688,71684,75241
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",20699,22119,22907,23219,24630,26043,27480,28501,29884,29877,30761,31713,33074,33626,34760,35790,35725,36855,37587,38236,41097,45351,45690,47876
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",25333,25777,25616,25864,26954,28020,29259,30108,30561,29787,30329,31044,32248,31975,33539,35359,36356,38155,39398,41260,44497,48835,50195,52213
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",30993,32514,32702,34244,36488,38364,41262,42975,42698,40832,39189,41613,43166,43614,46468,48838,50811,52089,54572,58576,61486,67583,71058,75647
25980,"Hinesville, GA (Metropolitan Statistical Area)",18053,18986,20291,23229,23523,23983,25788,26136,27695,26856,29072,30458,29898,30620,30626,32106,31954,33078,34926,34930,37542,40817,39944,41210
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",22437,23348,23747,24597,25379,27054,28573,29756,30340,30097,31387,32311,32710,33185,34106,35385,35589,36349,37553,39064,41566,45422,44901,47178
26300,"Hot Springs, AR (Metropolitan Statistical Area)",23653,24408,24709,25606,26906,28386,30136,31335,31561,31610,32227,33583,34754,33888,35578,36476,37406,38345,39353,41376,45046,48218,49641,52506
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",22173,24356,25044,25638,26304,29339,34145,38157,41030,39131,40072,39918,42212,43207,45062,43427,40274,40974,41914,43662,45507,50045,51635,55657
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",33254,34501,33518,34265,36151,38727,41834,43812,47913,43946,45628,48680,52306,52039,54704,54213,50842,53998,57080,58891,59431,65196,68808,72453
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",21923,23189,24052,24568,25115,25991,27563,29046,31057,31559,32356,33668,34151,33901,35056,36165,36130,37445,39517,40967,43832,47477,48290,51286
26620,"Huntsville, AL (Metropolitan Statistical Area)",28318,28800,29348,30683,32299,33988,35766,37567,39494,38959,40313,41887,42345,42098,42972,44355,45414,46759,48596,50917,54238,58950,60687,64089
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",24111,25674,26463,27185,28778,30279,32615,33830,33906,32180,32771,33899,35567,35298,36106,39107,42068,45446,49164,52492,56116,59318,55449,57483
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",32729,33441,33527,33781,34996,35852,37698,38314,40117,39690,41591,44105,45514,45527,46715,48575,50022,51172,53569,56407,60299,67119,69545,72494
26980,"Iowa City, IA (Metropolitan Statistical Area)",30346,30985,31767,32355,33742,34224,36103,38008,40164,39556,40257,43197,44561,45464,47327,47934,48965,50940,53765,54658,56555,62267,63673,65563
27060,"Ithaca, NY (Metropolitan Statistical Area)",24571,25640,26105,27179,28574,28678,30082,31736,34156,34265,34897,36456,37387,36865,37653,39572,39274,41550,42647,44671,50720,50211,51589,54159
27100,"Jackson, MI (Metropolitan Statistical Area)",25412,25769,25829,26080,26919,27379,27904,28609,30162,29525,30471,31556,32178,32508,33611,35070,36529,37151,38587,39474,43450,47084,46541,48818
27140,"Jackson, MS (Metropolitan Statistical Area)",25246,26592,27098,28119,29553,31251,33042,34004,36519,35037,36249,38212,39217,39750,40992,41426,41497,41971,42981,44641,48607,53345,54710,58104
27180,"Jackson, TN (Metropolitan Statistical Area)",24533,23570,24072,25655,26858,27638,28282,29643,30700,31046,32087,34661,34821,35131,35103,36177,36722,38014,39164,41616,44676,49363,49283,52273
27260,"Jacksonville, FL (Metropolitan Statistical Area)",30348,30823,31382,32801,34300,36268,38446,39500,39689,37419,38984,40508,41495,41385,42589,44244,45155,47710,49350,51532,54831,60264,62107,65324
27340,"Jacksonville, NC (Metropolitan Statistical Area)",24055,24908,25332,28419,30043,33200,34130,37499,40475,43064,42865,44764,43483,41581,42156,42507,43517,42023,43504,43832,46138,51268,51772,53594
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",26702,27432,28222,29104,29856,30540,32243,32959,33583,32989,33890,35671,37202,37887,38199,39588,40378,41533,43396,45523,48024,52003,53827,56319
27620,"Jefferson City, MO (Metropolitan Statistical Area)",25521,26404,26578,27771,29762,30358,31728,33203,35128,34512,34979,35741,37010,37507,38499,39346,39714,41130,41807,44522,48436,51013,53320,56862
27740,"Johnson City, TN (Metropolitan Statistical Area)",22398,23228,23679,24422,26271,26859,28060,29588,30786,30728,31917,33773,34523,34244,34968,36343,36608,37820,39189,41354,44051,48683,48918,51590
27780,"Johnstown, PA (Metropolitan Statistical Area)",23187,24617,25198,26171,27092,28029,29110,30865,32541,32526,32630,34983,35359,35723,36754,37685,38039,38943,41400,42789,46181,48712,48018,50932
27860,"Jonesboro, AR (Metropolitan Statistical Area)",21523,22006,22502,24495,25110,25569,26293,27412,28561,28526,29866,31627,32707,33226,33750,34065,34655,35434,36166,37886,41640,46337,47213,49153
27900,"Joplin, MO (Metropolitan Statistical Area)",23116,24397,24691,25176,26560,26780,27762,28733,30596,30399,30732,32910,34363,33781,34833,36193,36772,37678,39457,39411,41335,44135,45881,47609
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",25335,26401,27479,28590,30403,32205,34119,35801,36763,34359,35335,36723,38727,38718,40382,42502,43885,46042,47625,51322,52876,59914,60502,62816
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",28609,30247,30597,31057,31751,32233,33793,34723,36861,35958,36590,38762,39910,40618,41574,43991,45491,46452,48369,50162,54892,59196,60902,63668
28100,"Kankakee, IL (Metropolitan Statistical Area)",25153,26202,26809,27290,27888,28762,29970,31312,32693,32055,32765,33785,34416,35706,36162,37420,38475,39591,41437,43187,47256,51544,51228,53698
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",32030,31886,32298,32746,33403,34710,37731,39970,42586,41378,41370,43255,45539,45955,47125,49130,49587,51094,52790,54553,57404,61022,66272,69865
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",25380,26874,27535,28625,29567,29959,30311,32774,34719,35713,37558,38982,37888,37368,38284,40594,41246,41802,42635,45185,48165,52209,51822,54152
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",23600,24906,26324,28182,29085,31220,33632,35475,37562,38311,37985,39479,38715,37734,38421,39508,39321,40707,41129,41824,44762,48293,47597,50292
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",23470,24116,24662,25556,26763,27581,29446,30895,32615,31750,32239,34285,35596,34926,35349,36165,36522,37694,39323,40631,43528,47491,48387,50922
28740,"Kingston, NY (Metropolitan Statistical Area)",26789,27448,27443,28277,30729,32036,33826,35491,37277,37230,38430,39706,40863,41042,42317,43786,45089,47268,48935,53084,57202,61076,62723,66314
28940,"Knoxville, TN (Metropolitan Statistical Area)",26617,26737,27572,28434,29790,30837,32196,33315,34450,33559,34890,36818,38438,38229,39465,41138,42143,43545,45892,48434,51757,57581,58941,62167
29020,"Kokomo, IN (Metropolitan Statistical Area)",28266,27669,28272,28945,29885,30307,31424,32909,32452,30568,31200,32962,34306,34864,36391,37532,38100,39084,40952,41680,43989,47533,47992,50368
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",27127,28167,28736,29814,30941,31978,33526,35069,37271,37406,37964,39969,41637,41095,43280,44535,45300,46748,48741,50735,54020,59539,59708,62497
29180,"Lafayette, LA (Metropolitan Statistical Area)",23307,25414,25660,26519,27292,30385,33888,35825,39809,36989,38937,40331,44075,44221,45483,43163,40802,42264,44019,45042,48583,53637,54890,57906
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",25419,25403,25528,25517,26758,27420,28189,29244,31215,30155,31219,33166,34290,34540,35447,35838,36681,38243,40442,41237,43389,47479,48480,51180
29340,"Lake Charles, LA (Metropolitan Statistical Area)",23108,24382,24843,24950,26124,28453,31198,34292,36346,34266,34871,35985,37725,37826,40008,41999,42460,44192,45932,45600,47130,51761,52747,54391
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",19008,20326,20910,21699,22910,23924,24525,25005,25607,25668,25865,25878,26332,27161,28567,29421,30611,32274,33670,35487,39023,42978,43657,46777
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",24125,25723,25829,26608,27899,29239,29444,29889,30434,29136,30876,32248,32116,31993,32914,33828,33762,35344,36246,37844,40794,43780,43103,44430
29540,"Lancaster, PA (Metropolitan Statistical Area)",28927,30482,30568,31590,33427,34672,35366,36576,37727,36629,38120,39733,40740,41641,43408,45490,46492,48601,51101,53267,57805,61287,64355,66876
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",27369,28054,28040,28450,28863,29249,30140,31097,32379,31776,33270,34191,34637,34888,36109,37589,38722,39828,41350,42889,47112,51789,51152,53806
29700,"Laredo, TX (Metropolitan Statistical Area)",15919,18961,19512,20069,19990,21734,23022,23462,26222,24787,26232,28331,28952,29358,30048,30296,30435,31185,32589,34471,36739,41029,40674,42757
29740,"Las Cruces, NM (Metropolitan Statistical Area)",18421,20455,21610,22577,23612,24898,25858,27139,28111,29203,30526,31013,31230,30465,31718,33204,34238,34911,35767,37865,40824,45696,46226,47712
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",31007,31782,31732,32577,34612,37684,39172,39671,38255,34929,35709,37041,38947,38510,40425,42871,43663,45586,47497,50433,52642,58224,60083,63767
29940,"Lawrence, KS (Metropolitan Statistical Area)",24863,26598,27017,27566,27822,28943,30595,31928,33819,34053,34241,35737,36445,36932,38169,39669,40426,42519,44506,46123,48916,52025,53670,56846
30020,"Lawton, OK (Metropolitan Statistical Area)",22091,24135,25465,27645,27433,28919,31196,31987,34702,34991,36311,37204,36886,37409,38033,38973,39262,40065,41053,42597,45627,48328,48545,51510
30140,"Lebanon, PA (Metropolitan Statistical Area)",26835,28611,29127,29821,31949,33026,33970,35202,36487,35746,36942,38223,38718,38998,40238,41824,43116,44766,46482,48226,52210,56065,56954,58851
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",25492,26543,26700,27496,28570,28847,30426,32561,34142,33691,34856,35624,36135,36763,37840,39122,40179,41800,43389,45082,48248,52966,53944,56797
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",25411,26130,27307,28441,29001,29479,30697,32171,33461,33805,34164,34958,35326,34739,35453,37199,37347,38551,39824,41671,46049,48420,51087,53731
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",30844,30736,31047,31490,33034,34136,35934,37239,37949,36449,37225,38937,40212,41028,42550,44261,44861,45991,47504,50056,53343,58031,59690,63021
30620,"Lima, OH (Metropolitan Statistical Area)",24690,25090,25628,26642,27424,28035,29417,30922,31833,32002,32969,34303,35348,35293,36648,37908,38813,40175,41906,43117,46903,50199,50956,54010
30700,"Lincoln, NE (Metropolitan Statistical Area)",30455,30871,31784,32620,33560,34326,35775,37357,38826,37879,38693,40386,42043,41659,42779,44536,44803,46517,48482,50412,53550,59451,62366,66373
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",27387,28846,29515,30892,32136,33861,35077,37058,37497,36979,37332,38640,40596,39750,41083,42283,43155,43866,44939,46714,50915,55386,56399,59463
30860,"Logan, UT-ID (Metropolitan Statistical Area)",19163,20439,20396,21441,22816,23060,24243,25818,27756,27047,28010,29584,30526,30375,31618,33507,34477,36653,38812,40698,42744,48864,48563,50139
30980,"Longview, TX (Metropolitan Statistical Area)",24242,25439,25681,26718,27270,29541,32373,34091,39088,35999,37083,40433,40795,40537,42437,40757,39292,40097,42060,43803,46088,49561,50944,53386
31020,"Longview, WA (Metropolitan Statistical Area)",23688,24780,24703,25508,26570,28187,29386,31956,33395,33108,34868,35293,36826,37321,38822,39873,40650,41703,43299,45852,49692,54090,55235,57947
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",31776,32700,33265,34731,36678,38972,42231,43831,44326,42389,44169,46812,49550,48961,51332,54532,56280,58274,60689,64282,69637,75332,76760,80898
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",30253,30987,31356,31885,33370,34235,36038,37066,37833,36618,37824,39456,41675,40917,42637,44846,45867,47340,49326,51182,54677,60470,61964,65205
31180,"Lubbock, TX (Metropolitan Statistical Area)",24356,24718,25331,26442,26880,28296,29317,30817,32578,32533,34193,35245,36980,37995,39035,39611,39965,41038,43170,45104,47462,51366,52013,54524
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",25349,25846,26071,26780,27816,28671,30069,31269,32747,32040,32736,33853,34881,34761,35992,36864,37119,38285,39664,41031,44141,47551,48695,51243
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",26175,26614,27612,27864,28660,29480,30478,31381,32322,31822,32550,34030,33601,33892,35361,36592,37027,38354,39381,40211,43137,47422,46970,48529
31460,"Madera, CA (Metropolitan Statistical Area)",18876,20100,21264,22035,23665,24126,24905,26800,26478,25595,28122,29346,30915,32088,33822,34349,35964,36908,37455,39073,44026,47871,45181,46709
31540,"Madison, WI (Metropolitan Statistical Area)",33692,35483,36393,37221,38393,39466,41579,42975,43830,42682,43456,46048,47542,48257,49751,52069,53309,55045,58010,60876,63796,70480,71900,75862
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",38477,38097,38047,38863,41092,41833,44438,46560,48094,46619,47526,49846,51611,51043,52499,54056,55444,57356,59738,62665,65906,74634,72592,76187
31740,"Manhattan, KS (Metropolitan Statistical Area)",23812,25129,26029,27582,28706,29624,32405,35861,38202,38809,40267,42097,40781,39921,40934,41368,42171,43444,44108,45587,48305,51890,53251,56195
31860,"Mankato, MN (Metropolitan Statistical Area)",26427,28500,29137,30205,31471,32077,33910,34282,35169,33491,34746,37481,39801,40085,41240,42827,42134,43503,45445,46675,49940,54036,55745,56825
31900,"Mansfield, OH (Metropolitan Statistical Area)",23892,25202,26049,26884,27273,27526,28368,29242,30641,29790,30296,31998,32505,32926,34382,35351,35407,36615,37803,39589,43507,45386,45660,48116
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",14281,14938,15610,16315,17125,18066,18926,19621,20811,21357,22216,23017,23328,23924,24568,25140,25314,25802,26831,28110,31101,34807,32961,34373
32780,"Medford, OR (Metropolitan Statistical Area)",25163,26727,27010,28412,29656,30629,32857,33660,34097,32716,33448,34932,35824,36220,38630,40875,42209,43879,45343,47190,51838,57180,58570,62541
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",29527,31070,31568,32347,33459,34284,35899,37091,37277,35931,37013,38696,40200,40071,40898,42217,43155,44570,46231,48281,51329,56910,57193,60083
32900,"Merced, CA (Metropolitan Statistical Area)",19851,20813,21532,22910,24467,24839,25255,27971,26809,26855,27985,29816,30245,31488,34236,35164,35623,36405,36823,38423,44087,47854,45918,46654
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",32390,33577,34009,34709,36998,39675,42738,44549,43968,40180,43093,44587,45955,44959,47831,50744,51065,55210,59151,62391,64957,73220,78610,84302
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",25174,25825,26349,27223,27856,28672,30149,31149,32802,30991,32037,34031,35684,35868,36409,37186,38338,39551,41063,41860,45370,49173,50903,53144
33220,"Midland, MI (Metropolitan Statistical Area)",31715,33456,33299,34427,37132,36978,38595,39826,43279,42024,42939,45774,46762,46133,49046,41395,50979,57226,53013,54138,57467,60417,60467,64106
33260,"Midland, TX (Metropolitan Statistical Area)",32490,48540,48281,52517,53791,60616,64226,61399,87644,62843,74269,100353,109589,114505,121234,90161,75505,109361,130756,134798,102476,119423,144331,143469
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",33610,35338,35633,35934,37282,38598,41410,42791,43962,42935,43647,45839,47636,47267,48631,50690,51566,53349,55909,57590,60639,66546,68735,72316
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",36987,37936,38170,39398,41550,42494,44294,46449,47596,44822,46224,48942,51239,51240,53772,56073,57159,59122,61778,63811,66526,73203,76155,79654
33540,"Missoula, MT (Metropolitan Statistical Area)",24854,25126,26139,27560,29111,30175,32327,33759,35560,36041,34914,37102,39368,38979,41548,45442,45264,48579,50009,53150,57753,62167,64137,68344
33660,"Mobile, AL (Metropolitan Statistical Area)",21858,22947,23377,24003,25076,26947,29480,30316,31383,30528,31780,33539,33201,33619,34357,35710,35908,36654,37808,39266,42501,47551,48316,50384
33700,"Modesto, CA (Metropolitan Statistical Area)",24219,24837,25391,26164,27733,28371,29359,30799,31076,30583,31908,32858,33791,34377,36748,39001,39774,40587,41448,43430,48654,52389,51092,53058
33740,"Monroe, LA (Metropolitan Statistical Area)",22689,23423,24292,24668,25721,27118,28558,30108,31538,32138,32598,33733,34349,34774,34530,35579,36465,37250,38886,39369,43229,46570,46926,49272
33780,"Monroe, MI (Metropolitan Statistical Area)",29521,30293,30262,31060,32123,32778,33578,34553,35289,33600,34664,36476,37558,37938,39554,41853,42761,44445,45989,47316,49899,52860,56960,59956
33860,"Montgomery, AL (Metropolitan Statistical Area)",26483,26666,27744,29063,30784,31884,33073,33936,34690,34313,34927,36203,36366,36502,37361,38875,39802,40745,41601,42712,45501,49259,50135,53266
34060,"Morgantown, WV (Metropolitan Statistical Area)",22828,24076,25123,25192,26735,28383,29430,30385,32014,32646,35016,36352,36612,36919,38326,40023,39487,41338,43536,44803,46888,50575,52306,55012
34100,"Morristown, TN (Metropolitan Statistical Area)",21965,22253,22980,23609,24623,25009,25634,26450,27530,27344,28274,30047,30487,30760,31678,33162,33610,34729,36351,37946,40678,45865,46346,48618
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",27946,28298,28834,29973,30977,32317,34854,37085,38687,37651,38074,39736,41832,42275,43456,45253,46721,48691,50697,54067,58402,61889,62938,67173
34620,"Muncie, IN (Metropolitan Statistical Area)",25182,25388,25428,25982,26413,26850,27113,27381,28410,27740,28154,29479,30879,31390,32567,33694,34341,35614,36853,38575,41937,45152,45910,47629
34740,"Muskegon, MI (Metropolitan Statistical Area)",23987,24257,24380,24877,25337,25996,26903,27924,28500,27831,29052,30832,31750,31682,33267,34745,35355,36360,37621,39247,44329,46526,47460,49244
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",24106,24571,24599,25555,27261,28580,29896,30654,30993,30412,30531,31557,32534,33342,34949,36821,38283,39524,41067,43432,46927,50624,51334,54210
34900,"Napa, CA (Metropolitan Statistical Area)",38046,40891,40968,41027,41480,43781,45918,47390,47212,46041,46721,48200,52826,54307,58255,62802,66433,68093,69039,73298,82962,87015,89219,94973
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",42428,46218,46308,47539,52671,57706,64966,67489,67406,57676,63030,65263,72178,69723,77042,83155,85460,91988,102177,106718,109870,121237,125249,134527
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",31918,32224,32870,33852,35330,36419,38486,39410,40565,40232,42068,44166,46039,46049,48137,50678,52374,54232,57312,60654,63959,71439,75477,79453
35100,"New Bern, NC (Metropolitan Statistical Area)",25958,26262,26515,28173,30179,32013,33045,35142,36318,35826,36258,37083,38180,37764,38996,40266,40844,41707,42953,45804,49346,53592,54318,57334
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",35316,36754,36941,37010,38174,39386,41765,43848,45003,43679,44296,45947,46896,47193,48554,50081,50723,51502,53726,56438,59957,64206,64998,68387
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",27159,29010,29689,30270,30563,31611,40731,44625,44590,41603,42927,42749,45027,45255,48308,48250,47720,49461,51879,54100,56378,62890,62881,66588
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",40800,42242,41922,42281,44165,46013,49832,53634,54318,52447,54059,56445,58432,58598,60618,62867,64880,68616,71168,73834,77174,83995,86058,91448
35660,"Niles, MI (Metropolitan Statistical Area)",26962,28127,28477,29130,30422,30682,32498,34115,36016,34387,36265,37661,37634,38222,39752,42298,43671,44636,46880,49237,53954,60474,60359,61127
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",36014,35460,35713,36649,39500,42007,44723,45068,43954,40443,42182,44486,44751,45289,48628,51417,52369,55557,58249,61867,64355,69235,70120,74949
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",33859,35101,35910,37226,39478,40462,42205,44618,46076,45638,45929,47796,48419,48210,49628,52105,53388,54680,55672,57962,60968,64463,66356,69755
36100,"Ocala, FL (Metropolitan Statistical Area)",23328,24276,24264,25051,26209,27892,29618,30175,30289,29512,30493,31771,31928,31309,32245,33149,34331,35661,36817,38425,40887,44712,44355,46682
36140,"Ocean City, NJ (Metropolitan Statistical Area)",33202,35330,36552,36984,39170,40392,41427,42392,42795,42460,44555,45885,47076,47769,49396,51267,52828,55496,58051,62184,67991,73283,73240,78963
36220,"Odessa, TX (Metropolitan Statistical Area)",21434,23234,23517,23953,24341,26864,30643,33201,37917,33294,35594,40420,45436,45032,48733,42937,38346,43392,49643,52751,49142,52569,55329,58961
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",24262,25528,26022,26782,27612,28915,30945,32921,33508,32081,32279,34142,35340,35379,36568,38223,39646,40943,42957,44987,48236,53442,55999,59122
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",26601,28471,28945,30569,31995,34342,37009,37528,40854,38527,39411,41466,42819,43310,45427,45482,44784,46013,47744,51054,53413,57984,62194,64468
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",30606,31876,32254,33243,34407,35479,37125,39396,41199,40006,40517,41030,42249,42010,43381,44750,46273,47534,48952,51833,55450,58681,61296,65892
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",32757,33786,34606,35430,37473,38183,40537,42311,44250,43235,45184,48986,50451,47978,51346,52928,52221,53961,56139,57438,59928,65576,71406,75033
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",27631,27630,27873,28774,30150,31631,33325,34252,34263,32292,33596,34854,35357,35538,37016,38832,39477,41453,43110,45108,47953,52947,54615,57774
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",28986,29835,30327,31238,32916,33488,35286,36361,37348,36029,37240,39257,39926,39502,41026,42815,44065,45323,47348,48670,52285,56110,57505,60180
36980,"Owensboro, KY (Metropolitan Statistical Area)",24333,24971,25490,26212,27698,28941,30637,32411,35866,34050,34734,35933,36295,36977,38129,39079,38432,39454,40031,41835,45552,49723,51139,53113
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",33818,35576,36021,37690,39950,41390,44042,45736,45775,44435,45947,47869,49593,49789,51946,54244,55760,57462,59789,62933,67666,74252,73994,78091
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",27721,28512,28911,30222,31596,33112,35038,36139,37103,35737,37102,38497,38221,37921,39023,40780,41503,43472,45703,48161,51188,55485,56550,60162
37460,"Panama City, FL (Metropolitan Statistical Area)",24630,26739,27899,29480,30921,32565,34302,35779,36796,35643,37147,37966,37618,37253,38333,39702,40351,40698,41972,45880,50009,54283,53728,56070
37620,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",23606,24497,25588,25999,26796,26984,29014,30321,31821,31924,32577,34309,35555,35450,37784,38046,37653,39002,43672,45869,47501,54324,55305,58164
37860,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",24492,26044,26611,27817,29009,30329,32212,33643,34366,34036,35291,36776,37063,36513,37757,39135,40654,42431,43386,45308,48574,53135,54268,56938
